date,city,permit_type,permit_number,address,description
2015-05-26,houston,New Single Family Dwelling,918,334 W 18TH ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-05-26,houston,New Single Family Dwelling,919,338 W 18TH ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-04,houston,New Single Family Dwelling,920,407  PINEHAVEN DR,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-24,houston,New Single Family Dwelling,921,5139  YELLOWSTONE BLVD,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN A2-1255) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-27,houston,New Single Family Dwelling,922,4914  IDAHO ST,"Project: NEW S.F. RES W/ ATT CPT (REPEAT PLAN K-1320) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-05,houston,New Single Family Dwelling,923,4615  KINGSBURY ST,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN A2-1255) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-05,houston,New Single Family Dwelling,924,5126  CORTELYOU LN,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN A-1255) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-23,houston,New Single Family Dwelling,925,8907  SHADY VISTA LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-23,houston,New Single Family Dwelling,926,8910  SHADY VISTA LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-23,houston,New Single Family Dwelling,927,8918  SHADY VISTA LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-19,houston,New Single Family Dwelling,928,8919  SHADY VISTA LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-08-05,houston,New Single Family Dwelling,929,426  MARSHALL ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-08-05,houston,New Single Family Dwelling,930,428  MARSHALL ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-08-05,houston,New Single Family Dwelling,931,432  MARSHALL ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-08,houston,New Single Family Dwelling,932,13831  SAINT MARYS LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-11,houston,New Single Family Dwelling,933,306  FELT  CIR,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-08,houston,New Single Family Dwelling,934,5319  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-08,houston,New Single Family Dwelling,935,5317  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-08,houston,New Single Family Dwelling,936,5315  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-24,houston,New Single Family Dwelling,937,5313  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-08,houston,New Single Family Dwelling,938,5311  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-08,houston,New Single Family Dwelling,939,5309  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-24,houston,New Single Family Dwelling,940,5307  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-08,houston,New Single Family Dwelling,941,5305  PETTY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-11-24,houston,New Single Family Dwelling,942,4227  ELI ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-11-24,houston,New Single Family Dwelling,943,4225  ELI ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-11-23,houston,New Single Family Dwelling,944,4223  ELI ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-05,houston,New Single Family Dwelling,945,4221  ELI ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-02,houston,New Single Family Dwelling,946,4219  ELI ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-06-10,houston,New Single Family Dwelling,947,4217  ELI ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-11-24,houston,New Single Family Dwelling,948,4228  SCHULER ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-11-24,houston,New Single Family Dwelling,949,4226  SCHULER ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-11-23,houston,New Single Family Dwelling,950,4224  SCHULER ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-05,houston,New Single Family Dwelling,951,4222  SCHULER ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-02,houston,New Single Family Dwelling,952,4220  SCHULER ST,"Project: 3 STORY S.F. RES W/ ATT GAR (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-21,houston,New Single Family Dwelling,953,4218  SCHULER ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,954,411  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) MST OF 8 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,955,415  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,956,411  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,957,411  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,958,415  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-03-30,houston,New Single Family Dwelling,959,1719  THOMPSON ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,960,415  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-04-05,houston,New Single Family Dwelling,961,1721  THOMPSON ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,962,415  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,963,411  LOVETT BLVD,"Project: 4 STORY T/H W/ ATT GAR (1-4-5-R3-B-13R) M # 14119570 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-01-06,houston,New Single Family Dwelling,964,269  MORRIS ST,"Project: NEW S.F. RES W/ ATT GAR (1-2-5-R3-B) M # 14119612 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-06,houston,New Single Family Dwelling,965,275  MORRIS ST,"Project: NEW S.F. RES W/ ATT GAR (1-2-5-R3-B) MST OF 2 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-14,houston,New Single Family Dwelling,966,5209  WERNER ST,"Project: NEW S.F. RESIDENCE - NO GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-05,houston,New Single Family Dwelling,967,1205  JACKSON BLVD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-05,houston,New Single Family Dwelling,968,1205  JACKSON BLVD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-05,houston,New Single Family Dwelling,969,1205  JACKSON BLVD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 0, Buildings: 0"
2015-01-22,houston,New Single Family Dwelling,970,1205  JACKSON BLVD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-13,houston,New Single Family Dwelling,971,1339  CHIPPENDALE RD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-04,houston,New Single Family Dwelling,972,1503  TUAM ST,"Project: 3 STORY RES W/ ATT GAR (1-3-5-R3-B) MST OF 3 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-03-04,houston,New Single Family Dwelling,973,1503  TUAM ST,"Project: 3 STORY RES W/ ATT GAR (1-3-5-R3-B) M # 14120033 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-04,houston,New Single Family Dwelling,974,1503  TUAM ST,"Project: 3 STORY RES W/ ATT GAR (1-3-5-R3-B) M # 14120033 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-05-10,houston,New Single Family Dwelling,975,5541  LONGMONT DR,"Project: 2 STORY S.F. RES W/ ATT GAR (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-19,houston,New Single Family Dwelling,976,1339  PEDEN ST,"Project: 4 STORY T/H W/ ATT GAR (1-4-3-R3-B) M # 14120133 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-07-19,houston,New Single Family Dwelling,977,1341  PEDEN ST,"Project: 5 STORY T/H W/ ATT GAR (1-5-3-R3-B-SPR) M # 14120133 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-06-22,houston,New Single Family Dwelling,978,1343  PEDEN ST,"Project: 4 STORY T/H W/ ATT GAR (1-4-3-R3-B) MST OF 3 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-01-29,houston,New Single Family Dwelling,979,5250  KEYSTONE ST,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN P2-1365) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-16,houston,New Single Family Dwelling,980,5007  VENTURA LN,"Project: NEW S.F. RES W/ ATT CPT (REPEAT PLAN K-1320) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-18,houston,New Single Family Dwelling,981,5004  WINNETKA ST,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN A-1255) 06 IRC, Dwellings: 1, Buildings: 1"
2015-05-13,houston,New Single Family Dwelling,982,5227  KELSO ST,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN P2-1365) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-25,houston,New Single Family Dwelling,983,6023  BEEKMAN RD,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN P2-1385) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-25,houston,New Single Family Dwelling,984,1559  TARBERRY RD,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN P2-1365) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-08,houston,New Single Family Dwelling,985,5227  KEYSTONE ST,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN P2-1365) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-03,houston,New Single Family Dwelling,986,712  FARGO ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-03,houston,New Single Family Dwelling,987,714  FARGO ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-05-27,houston,New Single Family Dwelling,988,6431  BROOKSIDE DR,"Project: 1 STORY S.F. RES - NO GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-13,houston,New Single Family Dwelling,989,2124  WHITE OAK DR,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-24,houston,New Single Family Dwelling,990,1112  FOWLER ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-24,houston,New Single Family Dwelling,991,1110  FOWLER ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-14,houston,New Single Family Dwelling,992,1020  WAVERLY ST,"Project: NEW S.F. RES & DET GAR W/ BONUS RM ABOVE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-14,houston,New Single Family Dwelling,993,1022  WAVERLY ST,"Project: NEW S.F. RES & DET GAR W/ BONUS RM ABOVE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-12,houston,New Single Family Dwelling,994,1512  DYER LAKE  LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-05,houston,New Single Family Dwelling,995,3225  DURHILL ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-14,houston,New Single Family Dwelling,996,2009  DECATUR ST,"Project: NEW S.F. RESIDENCE - NO GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-11,houston,New Single Family Dwelling,997,315  MISSION  LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-24,houston,New Single Family Dwelling,998,344  VICTORIA DR,"Project: NEW S.F. MODULAR RES - NO GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-05-13,houston,New Single Family Dwelling,999,23723  WILKINS LN,"Project: NEW S.F. RESIDENCE - NO GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-03,houston,New Single Family Dwelling,1000,1737  BANKS ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-12-07,houston,New Single Family Dwelling,1001,5706  JUSTIN ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-27,houston,New Single Family Dwelling,1002,3214  WESTHEIMER RD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-26,houston,New Single Family Dwelling,1003,9721  BOONE RD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-15,houston,New Single Family Dwelling,1004,211 W 26TH ST,"Project: NEW S.F. RES & DET GAR W/ QUARTERS ABOVE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-13,houston,New Single Family Dwelling,1005,919 W 17TH ST,"Project: NEW S.F. RES W/ ATT GAR (1-3-5-R3-B) MST OF 12 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-02-03,houston,New Single Family Dwelling,1006,1121  JACKSON BLVD,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-13,houston,New Single Family Dwelling,1007,919 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-13,houston,New Single Family Dwelling,1008,919 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-09-13,houston,New Single Family Dwelling,1009,919 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1010,917 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1011,917 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1012,917 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1013,917 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1014,915 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1015,915 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-07,houston,New Single Family Dwelling,1016,7323  RATON ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1017,915 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-10-15,houston,New Single Family Dwelling,1018,915 W 17TH ST,"Project: S.F. RES W/ ATT GAR (1-3-5-R3-B) M # 14121410 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-28,houston,New Single Family Dwelling,1019,618  RUTLAND ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-24,houston,New Single Family Dwelling,1020,4521  NETT ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-24,houston,New Single Family Dwelling,1021,4519  NETT ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-24,houston,New Single Family Dwelling,1022,4523  NETT ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-04,houston,New Single Family Dwelling,1023,1627  PINOT CIRCLE,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-06-02,houston,New Single Family Dwelling,1024,910  DOROTHY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-30,houston,New Single Family Dwelling,1025,1807  INDIANA ST,"Project: 4 STORY RES W/ ATT GAR (1-4-5-R3-B-13R) MST OF 3 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-03-30,houston,New Single Family Dwelling,1026,1805  INDIANA ST,"Project: 4 STORY RES W/ ATT GAR (1-4-5-R3-B-13R) M # 14121650 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-03-30,houston,New Single Family Dwelling,1027,1803  INDIANA ST,"Project: 4 STORY RES W/ ATT GAR (1-4-5-R3-B-13R) M # 14121650 / 06 IBC, Dwellings: 1, Buildings: 1"
2015-01-19,houston,New Single Family Dwelling,1028,5649  WICKERSHAM LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-22,houston,New Single Family Dwelling,1029,518 W CLAY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-22,houston,New Single Family Dwelling,1030,516 W CLAY ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-23,houston,New Single Family Dwelling,1031,310  PAUL REVERE DR,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-22,houston,New Single Family Dwelling,1032,3725  DEL MONTE DR,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1033,2503  JUDIWAY ST,"Project: NEW TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) MST OF 3 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1034,2505  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122112 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1035,2507  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122112 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-30,houston,New Single Family Dwelling,1036,2509  JUDIWAY ST,"Project: NEW TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) MST OF 3 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-30,houston,New Single Family Dwelling,1037,2511  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122118 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-30,houston,New Single Family Dwelling,1038,2513  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122118 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1039,2515  JUDIWAY ST,"Project: NEW TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) MST OF 3 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1040,2517  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122121 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1041,2519  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122121 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1042,2521  JUDIWAY ST,"Project: NEW TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) MST OF 3 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1043,2523  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122124 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-29,houston,New Single Family Dwelling,1044,2525  JUDIWAY ST,"Project: TOWNHOUSE W/ ATT GAR (1-2-5-R3-B) M # 14122124 / 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-05,houston,New Single Family Dwelling,1045,5726  SALUDA CREEK LN,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-19,houston,New Single Family Dwelling,1046,4025  WOODSHIRE VILLAGE ESTATES (,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-19,houston,New Single Family Dwelling,1047,4029  WOODSHIRE VILLAGE ESTATES (,"Project: NEW 4 STORY S.F. RES W/ ATT GAR (1-4-5-R3-B-13R) 06 IBC, Dwellings: 1, Buildings: 1"
2015-01-19,houston,New Single Family Dwelling,1048,4017  WOODSHIRE VILLAGE ESTATES (,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-3-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-07,houston,New Single Family Dwelling,1049,17124  NUMID LAKE CT,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-30,houston,New Single Family Dwelling,1050,2231  GOLDSMITH ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-01-07,houston,New Single Family Dwelling,1051,8619  SUBURBAN OAKS RD,"Project: NEW S.F. RES W/ ATT GAR (REPEAT PLAN 1678 A-C) 06 IRC, Dwellings: 1, Buildings: 1"
2015-03-15,houston,New Single Family Dwelling,1052,4818  BRISCOE ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-1-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-04-15,houston,New Single Family Dwelling,1053,5119  DEWBERRY ST,"Project: NEW S.F. RES - NO GARAGE (REPEAT PLAN P2-1365) 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-15,houston,New Single Family Dwelling,1054,5627  KANSAS ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
2015-07-15,houston,New Single Family Dwelling,1055,5627  KANSAS ST,"Project: NEW S.F. RESIDENCE W/ ATT GARAGE (1-2-5-R3-B) 06 IRC, Dwellings: 1, Buildings: 1"
